journal_id,journal_name,journal_name_short,issn,impact_factor,h_index,citescore,overall_score,cas_quartile,big_category,sub_category,sci_indexed,oa_status,acceptance_rate,review_cycle,views,fields,detail_url,article_url
751,APPLIED OPTICS,APPL OPTICS,1559-128X,1.7,175,3.7,7.2,4区,工程技术,光学,SCI SCIE,No,91%,约3.3个月,582464,生命科学|模式识别|信息科学,https://letpub.com.cn/index.php?journalid=751&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=751&xuanxiangk_id=2#xuanxk_3
754,APPLIED PHYSICS B-LASERS AND OPTICS,APPL PHYS B-LASERS O,0946-2171,2.0,119,3.8,6.8,4区,物理与天体物理,光学,SCI SCIE,No,容易,约3.0个月,139977,信息科学,https://letpub.com.cn/index.php?journalid=754&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=754&xuanxiangk_id=2#xuanxk_3
756,APPLIED PHYSICS LETTERS,APPL PHYS LETT,0003-6951,3.6,401,6.1,8.5,2区,物理与天体物理,物理：应用,SCI SCIE,No,88%,约1.4个月,1261883,信息科学,https://letpub.com.cn/index.php?journalid=756&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=756&xuanxiangk_id=2#xuanxk_3
760,APPLIED SOFT COMPUTING,APPL SOFT COMPUT,1568-4946,6.6,110,14.5,8.1,2区,计算机科学,计算机：人工智能,SCIE,No,容易,约24.0个月,958438,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=760&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=760&xuanxiangk_id=2#xuanxk_3
761,APPLIED SOIL ECOLOGY,APPL SOIL ECOL,0929-1393,5.0,99,9.3,8.0,2区,农林科学,土壤科学,SCI SCIE,No,约25%,约4.5个月,305508,生命科学,https://letpub.com.cn/index.php?journalid=761&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=761&xuanxiangk_id=2#xuanxk_3
762,APPLIED SPECTROSCOPY,APPL SPECTROSC,0003-7028,2.2,101,4.9,5.6,3区,化学,光谱学,SCI SCIE,No,较易,约3.3个月,97796,信息科学,https://letpub.com.cn/index.php?journalid=762&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=762&xuanxiangk_id=2#xuanxk_3
765,APPLIED SURFACE SCIENCE,APPL SURF SCI,0169-4332,6.9,159,13.4,8.1,2区,材料科学,材料科学：膜,SCI SCIE,No,86%,约2.5个月,3116930,信息科学,https://letpub.com.cn/index.php?journalid=765&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=765&xuanxiangk_id=2#xuanxk_3
766,APPLIED THERMAL ENGINEERING,APPL THERM ENG,1359-4311,6.9,129,11.0,8.7,2区,工程技术,热力学,SCIE,No,90%,约3.8个月,1038380,信息科学,https://letpub.com.cn/index.php?journalid=766&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=766&xuanxiangk_id=2#xuanxk_3
769,AQUACULTURE,AQUACULTURE,0044-8486,3.9,152,8.9,8.0,2区,农林科学,渔业,SCI SCIE,No,50%,约4.6个月,299850,生命科学,https://letpub.com.cn/index.php?journalid=769&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=769&xuanxiangk_id=2#xuanxk_3
771,AQUACULTURE NUTRITION,AQUACULT NUTR,1353-5773,3.9,67,7.4,7.3,2区,农林科学,渔业,SCIE,No,较易,约3.0个月,57713,生命科学,https://letpub.com.cn/index.php?journalid=771&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=771&xuanxiangk_id=2#xuanxk_3
772,AQUACULTURE RESEARCH,AQUAC RES,1355-557X,1.9,75,5.6,6.4,4区,农林科学,渔业,SCIE,No,容易,约3.0个月,93581,生命科学,https://letpub.com.cn/index.php?journalid=772&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=772&xuanxiangk_id=2#xuanxk_3
786,ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING,ARAB J SCI ENG,1319-8025,2.9,33,6.5,7.0,4区,综合性期刊,综合性期刊,SCIE,No,容易,约2.0个月,307277,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=786&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=786&xuanxiangk_id=2#xuanxk_3
791,ARCHIV DER PHARMAZIE,ARCH PHARM,0365-6233,3.6,54,7.0,5.5,3区,医学,药物化学,SCI SCIE,No,较易,约3.0个月,49254,医药科学,https://letpub.com.cn/index.php?journalid=791&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=791&xuanxiangk_id=2#xuanxk_3
805,ARCHIV FUR TIERZUCHT-ARCHIVES OF ANIMAL BREEDING,ARCH TIERZUCHT,0003-9438,0.0,7,3.0,4.3,3区,农林科学,奶制品与动物科学,无,Yes,容易,"较慢,18-36周",15256,生命科学,https://letpub.com.cn/index.php?journalid=805&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=805&xuanxiangk_id=2#xuanxk_3
10314,Archives Animal Breeding,ARCH ANIM BREED,0003-9438,1.6,0,3.0,4.9,3区,农林科学,奶制品与动物科学,SCIE,Yes,,13 Weeks,19761,生命科学,https://letpub.com.cn/index.php?journalid=10314&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=10314&xuanxiangk_id=2#xuanxk_3
817,ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,ARCH BIOCHEM BIOPHYS,0003-9861,3.0,156,6.4,6.8,3区,生物学,生物物理,SCI SCIE,No,约25%,平均1月,97082,生命科学,https://letpub.com.cn/index.php?journalid=817&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=817&xuanxiangk_id=2#xuanxk_3
835,ARCHIVES OF GERONTOLOGY AND GERIATRICS,ARCH GERONTOL GERIAT,0167-4943,3.8,64,6.9,5.7,3区,医学,老年医学,SCI SCIE,No,容易,约6.0个月,63135,医药科学,https://letpub.com.cn/index.php?journalid=835&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=835&xuanxiangk_id=2#xuanxk_3
842,ARCHIVES OF MEDICAL RESEARCH,ARCH MED RES,0188-4409,3.4,72,8.9,5.2,4区,医学,医学：研究与实验,SCI SCIE,No,约62.5%,约1.0个月,93371,医药科学,https://letpub.com.cn/index.php?journalid=842&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=842&xuanxiangk_id=2#xuanxk_3
843,Archives of Medical Science,ARCH MED SCI,1734-1922,3.3,36,4.6,6.0,4区,医学,医学：内科,SCIE,Yes,约50%,约3.0个月,62998,医药科学,https://letpub.com.cn/index.php?journalid=843&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=843&xuanxiangk_id=2#xuanxk_3
845,ARCHIVES OF MICROBIOLOGY,ARCH MICROBIOL,0302-8933,2.6,94,5.5,5.7,4区,生物学,微生物学,SCI SCIE,No,较易,"偏慢,4-8周",92579,生命科学,https://letpub.com.cn/index.php?journalid=845&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=845&xuanxiangk_id=2#xuanxk_3
857,ARCHIVES OF PHARMACAL RESEARCH,ARCH PHARM RES,0253-6269,7.5,75,14.4,6.7,2区,医学,药物化学,SCIE,No,约50%,约4.0个月,74926,医药科学,https://letpub.com.cn/index.php?journalid=857&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=857&xuanxiangk_id=2#xuanxk_3
892,ARTIFICIAL INTELLIGENCE,ARTIF INTELL,0004-3702,4.6,135,15.0,7.8,2区,计算机科学,计算机：人工智能,SCI SCIE,No,较易,约9.0个月,282144,人工智能与知识工程|信息科学,https://letpub.com.cn/index.php?journalid=892&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=892&xuanxiangk_id=2#xuanxk_3
894,ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,0269-2821,13.9,63,26.3,8.2,1区,计算机科学,计算机：人工智能,SCI SCIE,Yes,66%,约5.3个月,242282,计算机科学|人工智能与知识工程|信息科学,https://letpub.com.cn/index.php?journalid=894&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=894&xuanxiangk_id=2#xuanxk_3
910,Asian Journal of Animal and Veterinary Advances,ASIAN J ANIM VET ADV,1683-9919,0.0,0,0.0,3.5,未录,,,无,No,约75%,约2.0个月,13451,生命科学,https://letpub.com.cn/index.php?journalid=910&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=910&xuanxiangk_id=2#xuanxk_3
911,ASIAN JOURNAL OF CHEMISTRY,ASIAN J CHEM,0970-7077,0.0,31,0.8,3.8,未录,,,无,No,88%,约3.9个月,101110,生命科学,https://letpub.com.cn/index.php?journalid=911&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=911&xuanxiangk_id=2#xuanxk_3
912,ASIAN JOURNAL OF CONTROL,ASIAN J CONTROL,1561-8625,2.7,44,5.6,6.6,4区,计算机科学,自动化与控制系统,SCIE,No,容易,约4.8个月,243004,信息科学,https://letpub.com.cn/index.php?journalid=912&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=912&xuanxiangk_id=2#xuanxk_3
961,Attention Perception & Psychophysics,ATTEN PERCEPT PSYCHO,1943-3921,1.7,105,3.5,5.5,3区,,,,,,,,ISSN补录,https://letpub.com.cn/index.php?journalid=961&page=journalapp&view=detail,
986,Australian Journal of Crop Science,AUST J CROP SCI,1835-2693,0.0,34,1.1,3.7,未录,,,无,Yes,约68.75%,约3.6个月,28523,生命科学,https://letpub.com.cn/index.php?journalid=986&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=986&xuanxiangk_id=2#xuanxk_3
995,AUSTRALIAN JOURNAL OF SOIL RESEARCH,AUST J SOIL RES,0004-9573,0.0,0,0.0,3.4,未录,,,无,No,约25%,平均12月,24199,生命科学,https://letpub.com.cn/index.php?journalid=995&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=995&xuanxiangk_id=2#xuanxk_3
1005,Autism Research,AUTISM RES,1939-3792,5.6,53,8.6,7.4,2区,,,,,,,,ISSN补录,https://letpub.com.cn/index.php?journalid=1005&page=journalapp&view=detail,
1009,AUTOMATICA,AUTOMATICA,0005-1098,5.9,239,11.1,8.5,2区,计算机科学,自动化与控制系统,SCI SCIE,Hybrid,较易,约5.3个月,365147,信息科学,https://letpub.com.cn/index.php?journalid=1009&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1009&xuanxiangk_id=2#xuanxk_3
1016,Autophagy,AUTOPHAGY,1554-8627,14.3,121,24.6,8.9,1区,生物学,细胞生物学,SCIE,No,很难,"偏慢,4-8周",189669,生命科学,https://letpub.com.cn/index.php?journalid=1016&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1016&xuanxiangk_id=2#xuanxk_3
1019,AVIAN PATHOLOGY,AVIAN PATHOL,0307-9457,2.2,71,5.2,7.2,3区,农林科学,兽医学,SCI SCIE,No,较易,约1.0个月,42069,生命科学,https://letpub.com.cn/index.php?journalid=1019&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1019&xuanxiangk_id=2#xuanxk_3
1050,BEHAVIOUR,BEHAVIOUR,0005-7959,1.0,71,2.0,5.1,4区,生物学,行为科学,SCI SCIE,No,较易,约3.0个月,25307,生命科学,https://letpub.com.cn/index.php?journalid=1050&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1050&xuanxiangk_id=2#xuanxk_3
1052,BEHAVIOURAL BRAIN RESEARCH,BEHAV BRAIN RES,0166-4328,2.3,154,5.5,6.7,3区,心理学,行为科学,SCI SCIE,No,约25%,平均2月,104760,生命科学|神经科学、认知科学与心理学,https://letpub.com.cn/index.php?journalid=1052&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1052&xuanxiangk_id=2#xuanxk_3
1075,BIOCATALYSIS AND BIOTRANSFORMATION,BIOCATAL BIOTRANSFOR,1024-2422,1.9,43,3.9,5.0,4区,生物学,生化与分子生物学,SCIE,No,容易,约3.0个月,35015,生命科学,https://letpub.com.cn/index.php?journalid=1075&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1075&xuanxiangk_id=2#xuanxk_3
1078,BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,BIOCHEM BIOPH RES CO,0006-291X,2.2,243,4.9,7.1,4区,生物学,生化与分子生物学,SCI SCIE,No,约49.64%,约1.0个月,654944,生命科学,https://letpub.com.cn/index.php?journalid=1078&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1078&xuanxiangk_id=2#xuanxk_3
1079,Biochemical Engineering Journal,BIOCHEM ENG J,1369-703X,3.8,110,7.7,7.2,3区,生物学,生物工程与应用微生物,SCI SCIE,No,约75%,约1.7个月,225553,生命科学,https://letpub.com.cn/index.php?journalid=1079&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1079&xuanxiangk_id=2#xuanxk_3
1080,BIOCHEMICAL GENETICS,BIOCHEM GENET,0006-2928,1.6,38,3.5,5.8,4区,生物学,生化与分子生物学,SCIE,No,50%,约2.0个月,82651,生命科学,https://letpub.com.cn/index.php?journalid=1080&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1080&xuanxiangk_id=2#xuanxk_3
1081,BIOCHEMICAL JOURNAL,BIOCHEM J,0264-6021,4.3,243,8.9,7.7,3区,生物学,生化与分子生物学,SCI SCIE,No,约27%,约1.0个月,93929,生命科学,https://letpub.com.cn/index.php?journalid=1081&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1081&xuanxiangk_id=2#xuanxk_3
1082,BIOCHEMICAL PHARMACOLOGY,BIOCHEM PHARMACOL,0006-2952,5.6,181,9.4,7.8,2区,医学,药学,SCI SCIE,No,约50%,约1.0个月,291573,医药科学,https://letpub.com.cn/index.php?journalid=1082&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1082&xuanxiangk_id=2#xuanxk_3
1085,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,BIOCHEM SYST ECOL,0305-1978,2.0,61,3.3,5.3,4区,生物学,生化与分子生物学,SCI SCIE,No,约50%,约3.8个月,73449,生命科学|医药科学,https://letpub.com.cn/index.php?journalid=1085&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1085&xuanxiangk_id=2#xuanxk_3
1094,BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,BBA-GEN SUBJECTS,0304-4165,2.2,142,5.8,6.7,3区,生物学,生物物理,SCI SCIE,No,约75%,约2.0个月,65975,生命科学,https://letpub.com.cn/index.php?journalid=1094&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1094&xuanxiangk_id=2#xuanxk_3
1112,BioEnergy Research,BIOENERG RES,1939-1234,3.0,49,7.3,6.3,4区,工程技术,能源与燃料,SCIE,No,,约3.0个月,70372,生命科学,https://letpub.com.cn/index.php?journalid=1112&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1112&xuanxiangk_id=2#xuanxk_3
1120,Biogeosciences,BIOGEOSCIENCES,1726-4170,3.9,106,7.4,7.3,2区,地球科学,生态学,SCIE,Yes,较难,约3.0个月,134354,生命科学,https://letpub.com.cn/index.php?journalid=1120&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1120&xuanxiangk_id=2#xuanxk_3
1122,BIOINFORMATICS,BIOINFORMATICS,1367-4803,5.4,335,9.6,8.0,3区,生物学,生化研究方法,SCI SCIE,No,50%,约1.8个月,401173,生命科学|医药科学|生物信息学|肿瘤学|信息科学,https://letpub.com.cn/index.php?journalid=1122&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1122&xuanxiangk_id=2#xuanxk_3
1124,Bioinspiration & Biomimetics,BIOINSPIR BIOMIM,1748-3182,3.0,54,6.1,6.9,3区,计算机科学,工程：综合,SCIE,No,较易,"较慢,6-12周",117487,信息科学,https://letpub.com.cn/index.php?journalid=1124&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1124&xuanxiangk_id=2#xuanxk_3
1126,BIOLOGIA,BIOLOGIA,0006-3088,1.6,32,3.4,5.3,4区,生物学,生物学,SCIE,No,约75%,约6.0个月,48369,生命科学,https://letpub.com.cn/index.php?journalid=1126&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1126&xuanxiangk_id=2#xuanxk_3
1127,BIOLOGIA PLANTARUM,BIOL PLANTARUM,0006-3134,0.9,70,1.7,5.2,4区,生物学,植物科学,SCIE,Yes,约75%,约2.0个月,57075,生命科学,https://letpub.com.cn/index.php?journalid=1127&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1127&xuanxiangk_id=2#xuanxk_3
1146,BIOLOGICAL TRACE ELEMENT RESEARCH,BIOL TRACE ELEM RES,0163-4984,3.6,69,9.2,7.0,3区,生物学,生化与分子生物学,SCI SCIE,No,约50%,约2.0个月,113662,医药科学,https://letpub.com.cn/index.php?journalid=1146&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1146&xuanxiangk_id=2#xuanxk_3
1151,BIOLOGY AND FERTILITY OF SOILS,BIOL FERT SOILS,0178-2762,5.6,109,11.1,8.8,2区,农林科学,土壤科学,SCI SCIE,No,较易,约3.0个月,219019,生命科学,https://letpub.com.cn/index.php?journalid=1151&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1151&xuanxiangk_id=2#xuanxk_3
1159,BIOMACROMOLECULES,Biomacromolecules,1525-7797,5.4,193,9.2,8.3,1区,化学,有机化学,SCI SCIE,Transformative,33%,约1.5个月,314262,生命科学,https://letpub.com.cn/index.php?journalid=1159&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1159&xuanxiangk_id=2#xuanxk_3
1160,BIOMARKERS,BIOMARKERS,1354-750X,1.9,61,4.8,5.2,4区,医学,生物工程与应用微生物,SCI SCIE,No,约75%,约3.0个月,44242,生命科学|生物信息学,https://letpub.com.cn/index.php?journalid=1160&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1160&xuanxiangk_id=2#xuanxk_3
1162,BIOMASS & BIOENERGY,BIOMASS BIOENERG,0961-9534,5.8,156,11.0,7.5,2区,生物学,农业工程,SCIE,No,50%,约18.8个月,188346,生命科学,https://letpub.com.cn/index.php?journalid=1162&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1162&xuanxiangk_id=2#xuanxk_3
1163,BIOMATERIALS,BIOMATERIALS,0142-9612,12.9,337,28.5,8.7,1区,医学,工程：生物医学,SCI SCIE,No,约29.58%,约1.0个月,675476,生命科学|医药科学,https://letpub.com.cn/index.php?journalid=1163&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1163&xuanxiangk_id=2#xuanxk_3
1166,BIOMEDICAL AND ENVIRONMENTAL SCIENCES,BIOMED ENVIRON SCI,0895-3988,4.1,48,3.2,7.5,4区,医学,环境科学,SCIE,No,约62.5%,约1.0个月,94567,医药科学,https://letpub.com.cn/index.php?journalid=1166&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1166&xuanxiangk_id=2#xuanxk_3
1167,BIOMEDICAL CHROMATOGRAPHY,BIOMED CHROMATOGR,0269-3879,1.7,58,3.5,5.8,4区,医学,生化研究方法,SCI SCIE,No,约50%,平均2月,93101,医药科学,https://letpub.com.cn/index.php?journalid=1167&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1167&xuanxiangk_id=2#xuanxk_3
1169,BIOMEDICAL ENGINEERING-APPLICATIONS BASIS COMMUNICATIONS,BIOMED ENG-APP BAS C,1016-2372,0.6,20,1.5,3.8,4区,医学,工程：生物医学,无,No,容易,约4.0个月,29634,生物医学工程,https://letpub.com.cn/index.php?journalid=1169&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1169&xuanxiangk_id=2#xuanxk_3
1175,Biomedical Signal Processing and Control,BIOMED SIGNAL PROCES,1746-8094,4.9,51,11.5,7.7,2区,医学,工程：生物医学,SCIE,No,容易,约3.0个月,527484,信息科学,https://letpub.com.cn/index.php?journalid=1175&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1175&xuanxiangk_id=2#xuanxk_3
1185,BIOORGANIC & MEDICINAL CHEMISTRY,BIOORGAN MED CHEM,0968-0896,3.0,142,6.7,6.9,3区,医学,有机化学,SCI SCIE,No,66%,约1.9个月,154463,医药科学,https://letpub.com.cn/index.php?journalid=1185&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=1185&xuanxiangk_id=2#xuanxk_3
